Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
0,1004,4.0,2,0,0,1,0,5.73,1,3,102.0,4.16,75.16
4,15106,6.0,3,1,0,2,3,6.31,3,2,86.0,4.49,87.83
1,141,4.0,1,1,0,1,0,5.31,0,2,109.0,3.53,64.11
4,981,4.0,3,1,1,2,3,6.05,3,2,169.0,3.76,81.93
1,327,2.0,2,1,1,1,3,7.11,3,2,119.0,3.82,86.68
5,1954,5.0,3,1,0,1,2,6.17,3,2,112.0,4.15,81.08
4,1282,4.0,1,1,1,2,0,7.66,1,2,85.0,3.54,75.53
5,1886,3.0,1,1,0,1,3,8.5,1,0,194.0,3.65,64.74
2,2916,10.0,3,2,0,1,0,7.58,1,2,89.0,4.17,67.17
2,2267,15.0,3,2,0,2,0,7.7,2,2,151.0,2.83,66.18
5,1452,3.923768001056943,4,2,1,1,0,5.13,1,2,118.0,3.52,59.32
4,538,6.0,2,1,0,1,0,6.04,3,2,93.0,4.8,74.61
1,678,2.0,3,1,1,1,0,4.62,0,2,115.0,2.9,69.59
1,990,1.0,2,1,0,1,0,7.47,3,2,126.0,4.75,70.04
3,372,0.0,1,2,0,1,3,4.72,1,2,96.0,3.86,71.7
1,168,4.0,2,1,0,2,0,5.35,1,2,92.0,4.18,75.21
1,862,4.0,2,1,0,1,4,6.47,0,2,109.0,2.58,57.11
3,403,2.0,1,0,3,2,0,4.01,1,2,101.0,2.29,77.22
4,935,7.0,1,0,0,1,0,5.47,3,2,92.0,4.8,87.56
1,963,4.0,1,0,4,1,0,2.66,3,1,10.0,4.99,92.91
1,926,1.0,2,0,1,1,3,6.91,3,2,93.0,3.85,80.1
2,3879,10.0,3,1,0,1,0,7.13,3,2,108.0,4.77,77.59
5,1319,4.0,1,2,0,2,0,6.58,3,2,146.0,4.73,78.05
1,584,3.0,1,0,0,2,2,7.39,3,2,165.0,4.07,87.86
4,1136,7.0,2,2,2,1,4,3.87,1,1,38.0,2.12,36.46
1,733,3.0,1,2,0,1,0,6.56,2,2,109.0,2.89,34.97
1,450,1.0,1,1,4,1,3,5.71,1,2,98.0,3.85,80.52
2,3827,15.0,3,1,3,1,3,8.02,0,0,144.0,1.21,29.57
5,1492,2.0,1,2,0,1,0,6.0,3,2,141.0,4.74,70.16
5,1901,4.0,2,2,0,2,3,8.0,3,2,162.0,4.39,74.38
3,233,3.0,2,0,2,1,3,7.34,3,2,149.0,3.15,79.39
3,380,0.0,1,1,0,1,3,5.48,1,2,106.0,3.84,66.34
5,2166,5.0,3,1,0,1,2,5.66,0,2,107.0,2.9,71.82
1,852,3.0,1,1,0,1,2,8.67,3,0,198.0,3.96,68.28
5,8307,3.923768001056943,1,3,0,1,0,8.09,0,0,124.0,3.43,71.8
5,1940,2.0,3,0,0,1,3,7.0,0,2,125.0,3.18,94.42
1,481,1.0,2,1,2,2,0,4.64,1,2,108.0,2.91,77.34
1,776,1.0,3,0,0,1,2,8.44,0,0,183.0,2.73,78.71
1,246,4.0,2,0,1,2,3,5.99,3,2,107.0,3.84,91.91
5,1603,3.0,3,2,2,1,0,8.59,3,0,138.0,3.41,62.21
5,1775,2.0,2,0,0,1,0,6.64,1,2,100.0,4.16,77.72
2,1974,12.0,5,1,0,2,1,6.9,1,2,151.0,3.47,74.03
5,2246,5.0,1,1,0,1,3,5.96,1,2,106.0,3.84,77.42
5,1795,2.0,4,0,0,2,0,6.89,2,2,108.0,2.89,83.09
4,1121,5.0,1,1,0,1,0,4.61,1,1,93.0,4.24,72.84
5,1605,3.0,1,2,0,2,2,7.95,3,2,167.0,4.07,88.35
4,1076,7.0,3,1,0,1,3,4.99,3,2,104.0,4.48,69.14
5,1616,5.0,4,0,1,0,0,7.2,3,2,110.0,4.14,85.11
2,3030,8.0,2,0,0,1,3,9.24,1,3,169.0,3.68,69.86
3,355,0.0,1,1,0,1,3,7.69,3,2,82.0,4.49,74.34
0,1247,7.0,1,1,0,1,0,4.3,1,2,88.0,4.19,78.93
1,210,4.0,2,0,3,1,3,5.9,4,2,90.0,1.35,61.53
3,347,1.0,1,2,0,1,0,6.41,3,2,84.0,4.81,77.13
4,1273,3.923768001056943,1,1,1,1,2,6.24,1,2,82.0,2.93,63.9
1,492,3.0,1,2,0,2,3,6.87,3,1,165.0,4.45,71.0
1,140,2.0,3,0,1,1,0,5.59,3,2,95.0,4.17,77.71
5,1204,4.0,4,2,1,2,4,7.35,0,2,109.0,1.95,55.51
5,1309,5.0,3,0,0,1,0,7.13,3,2,81.0,4.81,87.37
3,343,0.0,1,2,1,1,0,6.74,0,2,108.0,2.89,42.22
1,688,1.0,2,1,0,1,0,7.15,3,2,106.0,4.78,73.4
5,2114,3.0,2,0,0,1,2,6.34,3,2,125.0,4.13,79.1
1,203,4.0,1,1,2,1,0,7.11,2,2,166.0,1.56,30.69
3,483,2.0,1,1,1,1,0,7.33,3,2,136.0,4.11,71.85
4,503,5.0,3,1,2,1,3,6.31,3,2,140.0,3.17,83.22
1,615,3.0,2,1,0,1,2,5.51,0,2,80.0,2.94,68.52
5,1408,5.0,2,2,0,1,2,4.25,0,0,93.0,2.86,26.58
1,185,1.0,1,2,1,1,4,5.85,1,2,107.0,2.59,37.0
4,747,6.0,3,1,0,1,2,7.97,3,2,143.0,4.1,92.13
5,2185,2.0,1,2,1,1,0,8.81,2,0,134.0,2.16,18.86
1,155,4.0,3,2,2,1,0,7.53,1,2,94.0,2.91,33.5
2,3487,3.923768001056943,6,1,0,1,0,5.68,4,2,101.0,4.79,83.47
5,1166,2.0,1,1,0,2,3,7.13,1,2,154.0,3.77,75.88
5,1683,3.0,4,1,1,1,0,5.13,1,2,112.0,3.53,72.05
1,130,1.0,1,0,0,1,0,2.47,1,1,93.0,4.26,74.39
1,215,1.0,3,2,0,1,0,5.57,1,2,111.0,4.15,68.05
1,229,3.0,1,1,1,1,0,7.04,1,1,84.0,3.61,82.67
1,972,4.0,1,1,0,1,2,7.31,3,2,131.0,4.12,71.78
4,735,5.0,1,0,0,2,0,6.29,3,2,94.0,4.8,91.67
5,1320,3.923768001056943,3,2,0,1,0,7.88,3,2,110.0,4.77,72.46
5,1472,3.0,3,3,0,1,0,8.83,3,0,171.0,4.62,84.94
2,2929,4.0,4,1,0,1,0,5.29,1,2,86.0,4.18,93.6
5,1504,5.0,2,2,4,1,4,5.21,3,2,117.0,3.83,61.0
5,1628,4.0,2,1,0,2,0,5.72,1,2,118.0,4.14,80.05
1,307,2.0,3,1,1,1,3,8.15,3,0,150.0,3.71,70.29
5,1485,4.0,2,2,1,0,0,5.34,1,2,81.0,3.56,75.14
1,495,3.0,2,1,0,1,0,6.44,2,2,140.0,2.85,68.93
1,326,1.0,1,1,3,1,0,4.25,1,3,115.0,2.27,53.57
1,762,2.0,3,1,1,2,3,6.75,3,2,96.0,3.85,82.84
1,633,1.0,1,1,0,1,2,4.64,0,2,89.0,2.93,66.24
4,861,5.0,3,0,0,1,0,7.78,3,2,92.0,4.79,88.04
1,888,1.0,2,1,0,1,0,6.58,1,2,137.0,4.11,86.29
1,616,3.0,2,2,0,1,3,6.19,2,2,141.0,2.54,33.05
5,2243,2.0,3,1,1,2,4,7.24,1,2,140.0,2.54,86.41
1,463,1.0,1,1,0,1,4,5.91,0,2,98.0,2.6,41.67
0,3804,10.0,5,2,0,2,0,7.91,3,2,110.0,4.77,84.01
1,6294,2.0,2,1,0,1,4,7.08,1,2,149.0,3.15,75.37
2,2486,11.0,2,2,0,1,3,7.74,3,2,116.0,4.45,68.76
4,1224,3.923768001056943,3,1,1,1,2,5.85,1,2,104.0,2.9,61.28
1,246,4.0,3,0,2,1,0,7.63,1,2,112.0,2.88,84.55
5,1216,5.0,4,1,0,1,0,4.78,1,2,105.0,4.16,78.01
1,573,3.0,2,0,0,1,0,7.8,3,2,115.0,4.76,84.09
1,268,2.0,3,1,1,1,3,5.47,1,2,87.0,3.24,69.93
2,3877,12.0,2,1,1,2,0,7.51,1,2,129.0,3.49,81.25
1,649,4.0,1,2,0,1,0,6.79,1,2,166.0,4.07,73.34
2,4158,9.0,6,0,0,1,0,7.29,3,2,142.0,4.73,93.87
5,1546,4.0,3,1,1,1,0,5.02,1,2,104.0,3.54,79.71
1,28064,3.0,3,3,3,1,3,5.79,0,2,110.0,1.33,41.1
1,373,1.0,3,1,0,1,0,7.72,2,2,123.0,2.87,67.66
5,2242,5.0,2,3,0,1,0,5.15,3,2,80.0,4.82,79.76
1,660,3.0,2,0,0,1,2,6.56,1,2,131.0,3.49,75.69
1,634,3.0,1,1,1,1,2,7.62,2,2,137.0,1.6,35.16
1,858,2.0,1,1,1,1,2,7.82,3,2,155.0,3.45,76.51
1,885,4.0,1,0,0,2,3,4.71,4,2,91.0,4.5,88.0
2,3389,14.0,5,0,0,1,0,4.98,0,2,100.0,3.54,81.36
4,1017,4.0,1,2,1,2,0,5.53,0,2,111.0,2.9,69.25
4,770,6.0,3,0,0,1,3,5.38,0,2,109.0,3.21,92.98
1,523,4.0,1,2,3,1,4,5.35,3,2,92.0,1.98,37.4
2,2893,4.0,4,0,0,1,3,6.58,3,2,132.0,4.43,88.26
4,572,5.0,1,1,0,1,0,5.42,1,2,98.0,4.17,87.6
5,1871,5.0,1,3,0,2,3,7.15,3,2,142.0,4.42,83.14
5,2014,2.0,4,2,0,1,1,5.99,1,2,113.0,4.15,69.61
1,559,1.0,2,1,0,1,3,7.05,1,2,142.0,3.79,67.93
4,1253,7.0,1,1,0,1,0,7.49,3,2,143.0,4.73,76.8
1,434,2.0,2,1,1,1,0,5.61,3,2,87.0,4.18,73.13
1,151,1.0,3,0,0,1,3,5.17,1,2,103.0,3.85,82.99
1,535,4.0,3,1,0,1,0,6.33,3,2,86.0,4.81,75.06
0,861,1.0,2,2,0,1,4,8.04,0,0,165.0,2.44,33.02
1,706,3.923768001056943,1,1,2,2,2,5.63,1,2,83.0,2.3,69.67
4,577,4.0,2,1,0,1,3,8.59,3,0,174.0,4.3,71.08
4,1095,7.0,1,2,0,1,3,5.7,3,2,90.0,4.49,72.1
4,1107,3.923768001056943,2,0,4,1,3,6.38,3,2,150.0,4.41,80.37
1,144,1.0,1,2,0,1,3,5.92,1,2,98.0,3.85,49.08
4,671,6.0,2,2,0,1,0,5.65,1,2,87.0,4.18,60.06
4,1094,7.0,2,1,0,2,0,6.5,3,2,168.0,4.7,88.7
5,1230,3.0,4,0,2,2,3,7.33,3,2,94.0,3.22,91.91
5,1105,5.0,2,0,0,1,3,7.38,3,2,114.0,4.45,79.92
4,976,5.0,2,1,0,2,0,5.64,1,2,108.0,4.15,85.29
4,695,5.0,2,1,0,1,2,6.63,3,2,146.0,4.1,77.66
1,551,1.0,2,1,0,1,3,8.02,3,0,174.0,4.31,77.62
5,1811,3.0,4,1,0,1,3,5.86,0,2,102.0,3.22,66.0
5,1663,3.923768001056943,1,0,4,1,2,8.36,1,0,150.0,2.77,73.03
5,1536,5.0,4,1,2,2,2,8.39,1,0,164.0,2.12,81.26
5,1289,5.0,4,1,1,1,3,6.3,3,2,140.0,3.8,85.11
2,2997,4.0,3,1,1,2,2,5.4,1,2,90.0,2.92,72.74
3,354,0.0,2,1,0,1,2,5.45,0,2,91.0,2.92,56.84
2,4267,9.0,5,1,0,1,3,7.08,3,2,159.0,4.4,79.1
2,2013,14.0,5,1,0,1,2,8.27,0,0,175.0,2.74,60.78
1,636,2.0,3,1,1,1,0,6.39,0,2,162.0,2.83,68.28
3,240,0.0,1,1,1,1,0,5.57,1,2,82.0,3.56,63.66
1,417,1.0,1,1,0,2,0,7.41,3,2,148.0,4.72,87.14
5,1971,4.0,2,2,0,1,0,6.68,3,2,136.0,4.74,70.16
5,1267,4.0,2,2,0,1,2,8.23,3,0,192.0,3.97,61.1
5,2255,3.923768001056943,2,1,0,1,0,6.07,1,2,132.0,4.12,94.47
2,3339,4.0,5,2,1,2,2,6.49,3,2,100.0,3.53,86.79
5,1833,5.0,3,1,0,1,0,6.58,0,2,128.0,3.5,82.55
4,856,5.0,1,1,1,1,2,4.27,1,2,107.0,2.91,66.15
4,678,7.0,1,2,2,1,2,7.07,3,2,136.0,2.86,41.31
5,2231,2.0,2,1,1,1,0,5.43,1,2,91.0,3.55,82.79
5,2065,4.0,2,1,0,1,3,6.4,3,2,122.0,4.45,71.89
2,3495,12.0,2,0,0,1,3,6.07,3,2,144.0,4.42,84.33
4,1213,7.0,2,1,4,1,2,7.8,3,2,102.0,2.89,66.99
5,1655,4.0,1,1,0,0,0,7.01,3,2,99.0,4.79,90.49
2,2326,7.0,4,1,0,1,0,4.87,1,2,81.0,4.19,69.54
1,295,2.0,3,1,0,1,2,6.16,2,2,104.0,2.27,43.13
1,420,3.0,1,1,0,1,0,6.79,3,2,116.0,4.77,70.55
5,2094,4.0,3,1,0,1,2,6.15,1,2,147.0,3.48,79.89
1,929,3.0,1,0,0,1,1,5.95,0,2,109.0,3.21,80.78
5,1654,3.923768001056943,2,0,3,1,0,7.89,3,2,125.0,2.86,72.86
2,1827,13.0,3,1,0,1,0,7.62,3,2,97.0,4.78,79.09
3,283,1.0,1,1,0,1,3,6.13,1,2,116.0,3.83,65.95
2,4183,13.0,4,1,1,1,3,5.92,3,2,107.0,3.84,70.57
2,2587,13.0,2,0,0,1,0,5.42,4,2,98.0,4.8,92.29
4,974,7.0,1,2,1,1,3,5.64,1,2,84.0,3.24,55.53
2,3074,13.0,5,2,0,1,2,7.97,3,2,157.0,4.08,83.72
1,582,2.0,1,1,1,2,2,6.89,1,2,154.0,2.83,86.94
2,2622,4.0,4,2,0,1,3,5.3,1,2,103.0,3.85,69.97
1,609,3.0,1,1,0,1,2,7.6,3,2,151.0,4.09,70.1
1,406,4.0,3,2,1,0,3,7.1,3,2,170.0,3.75,82.05
0,251,2.0,2,0,0,2,3,5.8,0,2,102.0,3.22,74.83
5,1396,3.0,3,1,0,1,0,8.46,2,0,174.0,2.74,64.51
4,1164,6.0,2,1,0,1,0,6.3,3,2,148.0,4.73,74.58
2,1884,7.0,5,2,4,1,3,5.47,0,2,115.0,1.95,25.65
5,1318,3.0,1,0,0,1,0,6.32,3,2,140.0,4.74,85.9
5,1422,4.0,2,0,1,1,2,6.38,3,2,129.0,3.5,71.88
1,504,2.0,1,1,0,1,0,6.88,1,2,143.0,4.1,71.75
1,535,3.0,3,2,0,1,0,7.35,2,2,142.0,2.85,26.72
3,353,1.0,1,0,0,0,3,5.05,3,2,120.0,4.46,77.67
1,217,1.0,1,2,0,1,0,7.83,1,2,151.0,4.09,56.47
5,1987,3.0,1,2,1,1,3,7.32,3,2,157.0,3.77,67.65
5,1916,2.0,2,1,0,1,3,6.87,3,2,139.0,4.42,72.22
1,223,4.0,1,2,1,1,2,6.82,4,2,80.0,1.67,22.01
1,733,3.0,3,1,0,1,0,6.65,1,2,125.0,4.13,80.19
4,1198,6.0,2,0,0,2,3,7.52,2,2,158.0,2.51,73.94
1,421,1.0,1,1,0,1,0,7.91,1,2,100.0,4.15,75.08
4,580,6.0,3,1,1,2,2,6.93,3,2,119.0,3.51,74.13
1,268,3.0,2,0,0,2,0,2.73,1,1,40.0,4.32,85.65
1,13511,1.0,1,1,0,1,2,6.74,3,2,88.0,4.17,75.13
1,454,2.0,3,2,0,1,3,7.13,3,2,128.0,4.43,62.98
5,1432,5.0,1,2,0,1,3,6.73,3,2,575.0,4.44,68.4
3,272,2.0,2,1,1,1,0,6.74,3,2,113.0,4.14,77.99
2,2100,9.0,6,1,0,2,2,6.03,1,2,134.0,3.49,74.93
4,910,6.0,3,1,2,1,2,8.36,3,0,197.0,2.71,73.29
1,149,3.0,1,1,0,2,2,6.45,0,2,149.0,2.84,69.07
5,1219,5.0,2,0,1,1,0,6.36,1,2,164.0,3.45,74.3
4,916,7.0,1,0,0,1,3,6.46,3,2,126.0,4.44,78.94
5,1936,3.0,2,1,0,1,0,6.1,3,2,112.0,4.77,75.7
4,854,6.0,3,2,0,1,2,6.9,3,2,164.0,4.08,74.93
3,226,0.0,2,1,4,2,0,5.81,0,2,87.0,3.55,78.48
5,1682,3.0,2,0,0,1,0,6.28,0,2,146.0,3.48,68.57
1,719,2.0,3,1,3,1,3,6.99,1,2,130.0,1.92,51.95
1,804,4.0,1,0,0,2,0,5.83,1,2,112.0,4.15,91.39
0,980,2.0,1,0,0,2,3,6.11,3,2,165.0,4.39,86.02
4,552,4.0,3,1,0,1,2,7.58,3,2,165.0,4.07,87.09
3,306,3.0,2,1,0,2,3,7.02,1,2,126.0,3.81,75.52
1,527,3.0,1,1,1,1,0,6.79,3,2,168.0,4.07,87.83
3,253,3.923768001056943,1,0,0,1,0,5.6,3,2,93.0,4.8,84.26
1,750,4.0,2,2,4,2,3,6.18,0,2,112.0,3.21,78.44
3,296,1.0,1,2,2,1,0,7.11,1,2,137.0,2.85,40.97
1,291,4.0,2,2,0,2,0,5.55,1,2,87.0,4.18,76.39
1,501,3.0,2,2,2,1,3,4.32,3,2,91.0,3.24,66.97
5,5060,5.0,3,0,0,1,3,4.64,1,2,90.0,3.87,78.03
5,1982,2.0,4,1,0,1,0,6.93,1,2,99.0,4.16,77.0
1,533,3.923768001056943,3,1,4,1,2,6.08,1,2,86.0,2.3,70.92
1,715,2.0,1,1,1,1,0,4.96,1,2,116.0,3.52,79.38
5,2077,3.0,1,0,0,1,0,7.34,1,2,159.0,4.08,81.1
1,828,3.0,1,1,1,1,0,6.84,3,3,156.0,4.15,72.84
5,1331,3.0,4,1,0,1,0,6.54,3,3,132.0,4.75,77.5
5,1690,3.923768001056943,3,2,0,1,2,7.47,0,2,159.0,2.82,29.38
1,858,2.0,1,1,0,1,0,5.37,3,2,91.0,4.81,70.19
2,1930,9.0,5,1,0,1,2,6.04,3,2,156.0,4.09,75.85
5,1896,2.0,3,2,0,1,0,7.3,3,2,139.0,4.73,86.05
4,951,6.0,3,2,1,1,0,7.18,3,2,165.0,4.07,66.41
2,1970,9.0,5,0,0,2,4,5.35,1,3,84.0,3.25,85.38
1,986,3.0,2,1,0,0,0,5.37,1,2,86.0,4.18,79.47
1,387,1.0,2,2,0,1,3,5.2,3,3,82.0,4.5,68.74
3,288,2.0,1,1,1,1,3,3.46,3,3,37.0,4.01,73.37
1,276,2.0,1,2,0,1,0,6.15,3,2,123.0,4.76,68.67
1,298,2.0,2,1,0,1,0,8.08,1,0,167.0,4.0,72.58
1,783,2.0,1,1,2,1,3,5.54,1,2,118.0,2.57,68.81
4,699,6.0,3,2,0,1,2,7.15,3,2,92.0,4.17,77.1
4,1070,5.0,2,1,0,1,3,6.99,3,2,134.0,4.43,73.45
1,375,3.0,2,1,0,2,3,5.68,0,2,119.0,3.2,73.12
5,1202,5.0,4,1,0,1,0,7.41,0,2,167.0,3.44,69.69
3,218,0.0,2,1,0,2,0,5.88,1,2,104.0,4.16,72.81
4,571,4.0,2,1,1,1,0,5.18,1,2,95.0,3.55,73.69
1,540,4.0,2,1,0,1,3,6.38,3,3,113.0,4.46,85.18
1,946,4.0,2,2,1,2,3,6.5,1,2,159.0,3.14,79.16
4,1087,5.0,2,1,0,1,3,6.37,3,2,159.0,4.4,96.25
1,947,2.0,3,1,0,1,2,5.69,3,2,116.0,4.14,75.46
1,189,2.0,2,2,0,1,3,6.2,3,1,158.0,4.47,74.22
2,3063,7.0,6,0,0,2,0,4.88,3,2,112.0,4.78,97.06
0,1871,3.0,3,1,0,1,0,6.45,3,2,133.0,4.75,76.09
5,1347,3.0,3,1,0,1,0,6.42,3,2,105.0,4.78,77.38
5,1118,4.0,1,1,0,1,0,4.16,1,2,98.0,4.18,75.15
1,142,3.0,2,0,1,1,0,6.35,3,2,83.0,4.18,78.63
5,2028,3.0,2,2,0,1,0,6.12,3,2,152.0,4.72,77.05
5,1866,4.0,2,0,0,1,0,6.14,1,2,116.0,4.14,83.67
2,3429,7.0,6,1,0,2,0,5.12,1,2,103.0,4.16,88.27
5,2244,2.0,4,0,0,1,0,5.9,0,2,101.0,3.53,72.64
1,701,3.923768001056943,2,1,2,1,3,7.07,3,2,94.0,3.22,65.19
1,569,1.0,3,0,0,1,0,7.03,1,2,145.0,4.1,73.78
3,468,0.0,1,2,0,1,3,7.02,2,2,115.0,2.57,24.28
1,735,2.0,3,1,0,1,0,7.54,0,3,93.0,3.53,76.17
1,341,4.0,2,1,0,2,0,5.3,0,2,109.0,3.53,72.09
5,2223,3.0,1,0,1,1,0,3.24,3,1,1.0,4.37,92.7
4,1074,7.0,1,2,0,1,0,6.78,1,2,164.0,4.08,62.98
1,956,1.0,1,1,1,1,3,5.96,1,2,117.0,3.2,67.71
5,1208,3.0,3,2,0,1,0,4.19,1,2,117.0,4.15,75.85
1,995,2.0,2,0,0,2,2,7.64,3,2,166.0,4.07,93.69
1,182,2.0,3,1,1,1,2,7.69,3,2,111.0,3.51,76.2
1,919,2.0,2,2,1,1,3,7.26,3,2,80.0,3.87,71.97
4,1275,4.0,3,0,0,2,3,7.22,1,2,154.0,3.77,92.52
1,723,4.0,3,0,0,1,0,4.14,1,2,120.0,4.15,75.03
1,267,4.0,2,1,1,1,0,6.41,2,2,98.0,2.28,36.94
5,1181,4.0,3,1,0,2,0,4.91,3,2,82.0,4.82,89.92
5,1354,3.0,3,1,1,1,0,5.34,1,2,99.0,3.54,74.67
4,429,6.0,2,1,0,1,0,6.82,1,2,83.0,4.18,78.51
2,3013,15.0,5,1,0,2,2,6.92,3,2,104.0,4.15,89.39
1,443,4.0,3,3,1,2,2,6.02,3,2,107.0,3.53,78.02
1,862,2.0,2,1,0,1,0,5.31,3,2,81.0,4.82,70.08
4,1013,4.0,2,2,0,1,0,5.52,1,2,93.0,4.17,78.31
5,1600,2.0,2,1,0,0,4,6.91,3,2,80.0,3.87,76.38
5,1386,3.0,4,1,0,1,0,6.46,3,2,135.0,4.74,71.3
5,1135,5.0,3,0,0,1,0,4.62,0,2,99.0,3.55,73.5
5,1993,4.0,2,1,0,0,3,7.11,3,2,80.0,4.49,73.82
1,742,1.0,2,2,1,1,3,7.24,3,2,85.0,3.86,72.37
5,1504,4.0,1,0,0,1,0,6.65,0,2,125.0,3.5,71.06
5,2110,3.0,2,2,1,1,0,5.79,0,2,115.0,2.89,42.83
1,963,2.0,1,1,0,0,3,7.97,3,2,132.0,4.42,78.07
1,16907,4.0,2,1,0,1,0,6.27,3,2,153.0,4.72,69.93
5,1229,5.0,1,1,0,1,3,5.4,3,2,92.0,4.49,67.74
5,1911,4.0,2,1,1,1,2,7.2,3,2,142.0,3.47,68.67
1,797,3.0,3,1,0,2,0,6.0,3,2,99.0,4.79,91.69
4,1298,5.0,1,0,0,1,3,5.13,4,2,110.0,3.21,87.76
4,777,6.0,1,1,4,1,0,8.02,4,0,154.0,4.65,83.21
4,1060,4.0,2,0,0,2,0,7.02,1,3,148.0,4.1,92.47
3,242,1.0,2,2,1,1,2,5.79,1,2,101.0,2.91,36.2
5,2132,4.0,1,0,0,1,3,7.11,3,2,94.0,4.48,86.84
3,445,1.0,1,1,1,1,2,6.0,1,2,100.0,2.91,66.06
5,16416,2.0,2,2,0,2,2,8.74,1,0,160.0,3.38,81.69
3,228,1.0,2,1,1,1,3,7.73,3,2,98.0,3.84,74.12
5,1461,3.923768001056943,4,1,0,1,4,7.98,3,2,145.0,3.78,88.82
5,2072,2.0,2,1,3,1,2,2.65,0,1,70.0,1.15,33.71
4,831,5.0,1,1,1,2,0,7.22,3,2,83.0,4.18,86.92
1,292,4.0,2,1,2,1,3,7.19,3,2,121.0,3.19,69.17
5,1362,3.0,2,0,0,2,3,6.11,3,2,86.0,4.49,88.86
1,124,2.0,2,2,1,1,3,6.51,3,2,138.0,3.8,54.94
5,2274,5.0,4,1,2,1,4,6.03,3,2,124.0,2.56,71.39
2,4095,14.0,5,3,0,1,0,8.13,3,0,186.0,4.61,84.2
5,2052,4.0,3,1,0,1,2,5.37,1,2,117.0,3.52,80.25
1,493,1.0,1,1,4,2,0,7.02,3,2,127.0,4.12,84.18
1,570,3.923768001056943,2,0,0,1,0,8.3,0,0,155.0,3.39,90.24
4,1118,4.0,1,1,4,1,3,5.57,1,2,107.0,3.84,70.28
0,3568,15.0,3,2,0,1,0,5.61,1,2,119.0,4.14,73.36
1,726,1.0,1,1,0,1,0,3.65,3,1,33.0,4.95,75.59
1,943,2.0,3,0,0,1,3,8.28,0,0,182.0,3.04,76.54
1,184,1.0,3,1,0,2,2,6.85,1,3,141.0,3.48,81.37
5,1338,3.0,1,1,0,2,3,6.6,3,2,111.0,4.46,85.97
2,3731,12.0,4,2,3,0,0,4.82,1,2,109.0,2.28,46.33
5,2127,2.0,2,0,0,1,0,6.46,3,2,149.0,4.73,89.49
3,284,0.0,2,2,0,1,0,7.17,3,3,113.0,4.77,63.2
2,3175,7.0,2,2,3,2,0,7.92,3,2,116.0,2.88,83.01
0,446,0.0,2,1,0,1,3,7.95,1,2,112.0,3.82,84.14
4,1249,3.923768001056943,3,1,0,1,3,4.13,0,2,96.0,3.24,82.36
1,808,1.0,2,2,1,1,0,7.82,3,2,129.0,4.11,77.35
3,400,1.0,2,1,0,1,3,7.64,3,2,110.0,4.45,89.07
1,598,2.0,3,1,1,1,0,8.32,1,0,188.0,3.35,67.88
5,1133,5.0,4,2,0,1,0,7.5,4,2,113.0,4.76,79.82
1,816,3.0,2,1,0,1,2,7.32,3,2,163.0,4.08,88.23
1,362,2.0,3,1,1,1,0,4.98,1,2,82.0,3.56,80.12
4,509,5.0,1,2,0,0,0,7.15,3,2,97.0,4.79,76.15
1,964,3.0,3,1,0,2,2,5.16,3,2,85.0,4.19,83.94
1,299,2.0,2,2,0,1,2,5.39,0,2,94.0,2.92,40.97
2,1809,7.0,5,2,0,1,2,7.63,3,2,164.0,4.07,63.26
4,1164,4.0,1,0,0,1,0,6.63,3,2,101.0,4.79,84.45
1,814,1.0,3,0,0,1,3,5.38,3,2,91.0,4.49,80.25
1,154,2.0,1,2,1,1,0,5.38,1,2,873.0,3.53,39.82
4,755,6.0,1,2,0,1,2,6.62,1,1,86.0,3.61,74.74
1,537,1.0,2,1,1,1,0,7.57,1,2,126.0,3.49,72.45
0,1845,2.0,3,3,3,1,0,4.46,1,2,102.0,2.29,69.1
1,817,3.0,1,1,0,1,0,7.12,3,2,148.0,4.72,70.79
5,1507,2.0,4,1,0,1,0,6.42,4,2,115.0,4.14,79.13
5,1703,2.0,4,1,1,1,2,5.13,3,2,81.0,3.56,88.27
1,455,1.0,3,1,0,2,0,6.75,1,2,112.0,4.14,79.91
5,1940,2.0,1,2,0,2,0,7.66,3,2,107.0,4.77,80.99
4,699,5.0,1,0,0,1,3,5.51,1,2,94.0,3.86,76.04
1,588,3.0,1,0,1,1,2,4.19,0,2,108.0,2.28,76.19
2,3619,11.0,5,2,1,1,2,6.3,3,2,108.0,3.52,60.83
4,844,6.0,1,0,0,1,2,5.09,1,2,106.0,3.53,67.52
4,904,4.0,1,1,0,2,3,7.24,3,2,150.0,4.41,85.6
1,542,2.0,3,2,0,1,2,4.3,3,2,87.0,4.19,59.94
2,2892,8.0,6,3,0,1,4,3.78,1,1,31.0,3.38,77.81
1,493,2.0,1,1,0,2,0,7.58,1,2,115.0,4.13,77.05
5,1133,4.0,2,2,0,1,1,5.45,1,2,100.0,3.22,43.3
5,1477,5.0,3,0,0,1,3,5.62,1,2,118.0,3.83,79.73
3,457,2.0,1,1,0,2,3,7.52,3,2,133.0,4.43,84.85
5,1335,2.0,2,1,0,2,0,5.76,1,2,100.0,4.16,85.05
1,271,4.0,2,1,0,2,0,7.32,4,2,132.0,4.74,82.01
